reporting_status,product,industry,region,strength_in_segment,profit_for_customer,sales_value,profit_perc,joint_bid_portion
Lost,P,OG,Jap,33,2.112,11.6,46,40
Lost,G,Fin,UK,55,0.897,8.5,57,69
Won,G,Air,UK,56,0.063,11.5,50,55
Won,P,Cap,Ame,28,1.068,5.6,60,67
Won,G,Oth,UK,49,0.405,7.8,57,61
Won,F,Cap,Oth,57,0.581,9,44,72
Lost,P,Sec,Ind,44,1.793,8.4,32,50
Lost,G,Fin,UK,55,0.809,10,51,43
Won,Lo,Gov,UK,36,0.566,8.8,66,50
Lost,Li,Con,UK,46,0.805,8.3,65,55
Won,G,Ban,Afr,52,0.994,8.7,36,43
Won,F,Inf,UK,62,0.711,7.2,34,51
Lost,G,Ins,UK,58,0.613,8,64,59
Won,Li,Oth,Oth,64,0.337,10.3,52,69
Lost,G,Def,Ame,50,1.116,3.2,48,51
Lost,L,Ban,Afr,45,2.112,10.3,29,66
Won,G,Air,UK,56,0.786,11.4,46,50
Lost,G,Cap,UK,48,1.616,5.6,70,50
Won,G,Ins,UK,58,0.087,10.2,46,56
Won,G,Oth,UK,49,1.462,10.6,32,54
Lost,Li,Oth,Oth,64,0.942,6.8,65,52
Lost,F,Con,UK,54,1.315,5.2,50,68
Lost,F,Con,UK,54,1.09,7.3,74,48
Lost,G,Hea,UK,67,1.303,6.5,46,56
Lost,F,Con,UK,54,1.318,9.7,57,63
Won,Li,Cap,Oth,47,0.364,6.7,50,65
Lost,G,Tel,Spa,66,0.902,11.4,58,50
Lost,P,Con,UK,53,0.806,5.9,60,78
Lost,G,Ban,UK,61,0.79,7.7,58,45
Lost,G,Oth,UK,49,2.112,7.7,46,54
Won,G,Cap,Oth,41,0.337,7.9,44,69
Lost,G,Cap,UK,48,1.073,9.7,66,54
Lost,G,Ban,Ame,43,1.069,4.2,61,63
Lost,G,Def,Ame,50,0.962,7.7,55,63
Won,G,Ban,Ame,43,0.696,10.8,42,60
Won,G,Def,Oth,30,0.976,6.9,47,61
Lost,G,Ban,Ame,43,1.287,8,61,63
Lost,Li,Oth,Oth,64,2.306,9.4,38,66
Lost,G,Oth,UK,49,1.106,6.7,56,35
Won,G,Def,Afr,25,0.145,9.9,52,68
Won,L,Cap,UK,40,0.581,6.8,40,55
Lost,Li,Con,UK,46,0.812,6,69,63
Lost,P,Ene,UK,34,1.472,8.4,52,59
Won,Li,Mob,Can,10,1.433,9.4,36,57
Lost,F,Con,UK,54,1.254,5.5,56,55
Lost,G,Oth,Oth,69,1.01,7,45,56
Lost,G,Cap,UK,48,1.291,8.7,49,60
Lost,F,Cap,UK,60,0.847,6.1,51,60
Won,G,Ban,UK,61,0.587,6.5,49,50
Lost,G,Air,UK,56,1.309,5.9,54,67
Lost,Li,Oth,Oth,64,1.277,8.7,34,59
Lost,L,Def,UK,51,1.359,7.4,57,63
Lost,G,Ban,Afr,52,0.896,6.3,63,66
Won,F,Con,UK,54,0.718,8.1,42,69
Lost,F,Cap,UK,60,0.998,6,59,44
Won,G,Oth,UK,49,0.718,6.1,50,56
Won,Li,Oth,Oth,64,0,9.3,45,56
Won,G,Fin,UK,55,0.432,7.3,38,46
Won,Lo,Mob,UK,35,1.097,7.4,56,63
Won,G,Def,Ame,50,1.211,5.7,41,58
Lost,Li,Cap,Oth,47,1.452,10.6,59,57
Lost,G,Oth,UK,49,2.306,6.1,70,61
Lost,G,Air,UK,56,1.797,5.8,46,48
Lost,P,Cli,UK,70,1.182,10,52,41
Lost,Li,Oth,Oth,64,1.026,7.2,59,68
Won,G,Oth,Oth,69,0.891,7.2,38,77
Lost,P,Cap,Ame,28,2.465,8.5,44,76
Lost,G,Ins,UK,58,0.727,8.9,61,55
Won,G,Oth,UK,49,0.455,9.8,42,49
Won,G,Hea,UK,67,0.165,7.1,57,55
Won,G,Fin,UK,55,0.611,10.6,40,78
Lost,G,Def,Ame,50,1.512,4.1,67,78
Lost,L,Def,UK,51,1.25,10.7,57,60
Lost,P,Con,UK,53,1.509,6.4,65,60
Won,P,Sec,Ame,68,-0.453,7.6,57,47
Lost,F,Cap,UK,60,1.069,5,61,57
Lost,G,Ban,Afr,52,1.475,10.1,42,65
Won,G,Oth,UK,49,0.57,8.4,63,58
Lost,P,Con,UK,53,0.922,5.8,62,72
Won,G,Oth,Afr,39,0.604,7.5,58,73
Won,P,Inf,UK,37,0.737,11.7,47,74
Lost,F,Cap,Oth,57,1.67,10.2,58,57
Lost,G,Cap,UK,48,0.959,11.2,62,51
Won,G,Fin,UK,55,1.288,6.1,39,62
Won,P,Mob,Can,29,1.431,9.2,34,56
Won,G,Cap,UK,48,1.417,10.8,43,69
Lost,F,Con,UK,54,1.521,7.4,46,100
Lost,L,Def,UK,51,1.794,7.9,43,44
Lost,G,Ban,Afr,52,1.449,8.2,53,67
Won,P,Con,UK,53,0.81,9.3,33,70
Won,G,Oth,UK,49,0.993,7,55,68
Won,Li,Cap,Oth,47,1.273,8.5,45,67
Lost,G,Air,UK,56,0.983,9,58,35
Won,P,Sec,Ind,44,1.201,9.4,37,67
Lost,P,Ins,UK,75,0.757,4.9,40,58
Lost,L,Def,UK,51,1.147,10.5,64,47
Won,F,Con,UK,54,0.59,8.3,51,66
Won,G,Ins,UK,58,0.847,7.5,36,51
Won,G,Oth,UK,49,0.687,7.6,52,54
Won,P,Sec,Ind,44,1.14,10.2,36,72
Lost,G,Air,UK,56,2.112,8.2,33,55
Lost,F,Con,UK,54,1.412,4.5,57,50
Lost,Li,Con,UK,46,1.329,6.8,53,57
Lost,F,Cap,UK,60,1.541,13,47,55
Won,G,Ban,Afr,52,0.302,9,44,49
Won,G,Cap,Oth,41,1.628,9.6,35,49
Lost,Li,Cap,Oth,47,1.183,6,49,49
Lost,L,Cap,UK,40,0.875,7.9,63,52
Lost,G,Def,Jap,63,0.531,11.7,54,52
Lost,G,Ban,Sin,65,0.951,6.7,74,70
Lost,F,Cap,Oth,57,0.908,8.2,77,72
Lost,F,Cap,Oth,57,1.897,9.3,73,100
Lost,G,Cap,UK,48,1.495,5.5,69,59
Lost,Li,Cap,Oth,47,0.871,9.4,68,51
Lost,G,Ban,UK,61,1.202,7.2,49,63
Lost,G,Ban,UK,61,2.112,7.5,39,65
Lost,G,Ban,Ame,43,1.225,9.1,51,50
Won,L,Cap,UK,40,0.16,8.2,49,38
Lost,G,Ban,Sin,65,1.645,5.8,38,72
Lost,P,Con,UK,53,1.026,12.2,66,65
Won,Lo,Gov,UK,36,0.676,10.1,61,67
Lost,P,Sec,Ind,44,1.393,6.3,61,54
Won,L,Cap,UK,40,0.764,6.9,47,47
Won,F,Ins,UK,31,0.559,8.1,58,60
Lost,Li,Oth,Oth,64,1.046,10.1,57,58
Lost,L,Cap,UK,40,1.838,7.3,65,68
Won,Li,Cap,Oth,47,0.993,9,39,65
Won,P,Inf,UK,37,0.376,8.1,47,64
Lost,P,Sec,Ame,68,1.17,7.2,50,45
Won,Li,Con,UK,46,1.101,5.9,46,90
Won,G,Cap,UK,48,0.315,5.2,41,70
Won,G,Oth,Ame,38,0.566,10.3,55,61
Lost,Li,Cap,Oth,47,1.256,11.5,55,63
Lost,G,Def,Ame,50,0.957,6.1,65,72
Lost,P,Sec,Ind,44,1.492,5.7,59,48
Lost,L,Ene,UK,42,1.248,4.9,68,69
Lost,Li,Cap,Oth,47,1.647,7.9,46,68
Won,Li,Def,UK,20,1.639,9.2,48,75
Lost,F,Con,UK,54,1.177,6.2,50,71
Lost,G,Fin,UK,55,1.013,3.8,53,59
Lost,G,Ins,UK,58,1.691,8.5,57,59
Lost,G,Air,UK,56,1.726,6.8,43,67
Lost,Li,Cap,Oth,47,1.343,5.5,50,50
Lost,G,Ban,UK,61,1.245,9,41,56
Lost,G,Oth,Afr,39,1.535,9.5,64,57
Won,P,Mob,Can,29,1.386,6.9,34,57
Lost,F,Cap,Oth,57,1.2,8.3,53,67
Lost,G,Cap,Oth,41,1.625,9.3,52,66
Lost,F,Con,UK,54,0.996,8.4,51,52
Lost,G,Oth,Afr,39,1.334,11.2,50,63
Won,L,Cap,UK,40,0.388,7.6,52,58
Won,L,Ene,UK,42,-0.334,9.8,57,64
Lost,G,Tel,Spa,66,1.02,6.1,56,73
Won,G,Ban,Afr,52,0.536,5.1,62,63
Lost,G,Ban,UK,61,1.388,6.2,54,68
Won,G,Def,Ame,50,0.766,4.4,32,65
Lost,G,Fin,UK,55,1.416,10.8,46,55
Won,G,Air,UK,56,-0.08,5.4,35,64
Lost,P,Ene,UK,34,1.585,9.9,45,56
Won,G,Oth,UK,49,0.793,7.5,41,67
Won,P,Ene,UK,34,1.204,9.4,58,68
Won,L,Ban,Afr,45,0.868,7,45,61
Lost,F,Con,UK,54,1.376,7.4,44,66
Won,G,Cap,Oth,41,0.308,9.6,33,51
Won,G,Cap,UK,48,1.01,10.4,64,100
Lost,G,Cap,UK,48,1.526,8.7,64,60
Lost,L,Def,UK,51,2.112,11.3,54,61
Won,F,Cap,UK,60,0.363,7.5,55,52
Lost,G,Fin,UK,55,1.079,9.6,64,59
Lost,P,Sec,Ind,44,1.218,8,50,62
Won,L,Ban,Afr,45,0.934,7.2,52,53
Won,G,Oth,Ame,38,0.875,7.7,53,49
Lost,L,Ban,Afr,45,0.784,6.2,60,52
Won,F,Con,UK,54,-0.128,9.4,37,53
Lost,L,Def,UK,51,0.71,10.6,71,64
Won,G,Ban,Ame,43,0.677,4.7,55,63
Won,Li,Cap,Oth,47,0.333,8.5,59,66
Won,P,Sec,Ind,44,0.529,5.9,65,55
Won,G,Oth,UK,49,0.689,11.1,41,45
Lost,L,Ene,UK,42,1.766,7.4,62,47
Lost,G,Oth,Oth,69,1.334,8,51,48
Won,P,Inf,UK,37,0.119,9.9,32,55
Won,P,Ene,UK,34,0.061,8.5,40,69
Lost,F,Cap,Oth,57,0.714,9.5,73,68
Won,G,Ins,UK,58,0.746,6.8,40,56
Won,P,Ene,UK,34,1.429,3.1,37,70
Won,C,Ban,UK,59,0.613,8.7,46,45
Won,P,Inf,UK,37,1.107,8.2,46,48
Lost,F,Cap,UK,60,0.829,7.5,58,64
Won,Li,Con,UK,46,0.677,10.2,58,66
Lost,F,Inf,UK,62,1.617,7.8,56,63
Lost,P,Cap,Ame,28,1.683,7.3,52,53
Won,P,Sec,Ind,44,0.595,8.3,26,70
Lost,G,Air,UK,56,0.98,9.9,70,71
Lost,Li,Cap,Oth,47,1.36,6.3,52,51
Lost,G,Cap,Oth,41,1.556,8.2,42,38
Lost,F,Cap,UK,60,1.838,6.5,52,53
Won,L,Cap,UK,40,0.559,9.3,46,52
Won,L,Ene,UK,42,1.225,6.3,45,54
Lost,G,Ins,UK,58,1.356,6.6,46,56
Won,G,Def,Ame,50,1.052,5.4,53,78
Won,P,Con,UK,53,0.172,3.1,38,56
Lost,L,Ban,Afr,45,0.908,5.6,63,61
Won,G,Def,Oth,30,0.608,8,47,46
Won,L,Ene,UK,42,1.263,11.1,43,54
Lost,G,Oth,UK,49,1.728,10.6,57,71
Won,F,Con,UK,54,0.647,5.8,55,66
Lost,G,Oth,UK,49,0.926,7,55,50
Won,G,Ban,Ame,43,1.146,6.9,52,68
Won,G,Def,Ame,50,0.445,7.1,58,51
Won,L,Ene,UK,42,1.072,9.2,45,74
Won,G,Air,UK,56,0.518,10.6,53,57
Lost,G,Air,UK,56,0.845,4.3,52,54
Lost,P,Sec,Ind,44,1.174,9.1,70,56
Won,P,Con,UK,53,0.624,10.4,41,100
Lost,F,Con,UK,54,1.897,10.8,46,55
Lost,Li,Oth,Oth,64,1.264,6.8,39,70
Lost,P,Cap,Ame,28,1.588,8.3,77,85
Lost,G,Oth,UK,49,1.141,4.5,47,54
Lost,G,Fin,UK,55,1.773,8.8,68,57
Won,G,Cap,Oth,41,0.495,8,62,77
Lost,G,Ban,Ame,43,1.685,3.1,43,76
Lost,Li,Cap,Oth,47,1.885,4.7,59,48
Won,G,Ban,Sin,65,1.165,8.8,34,64
Won,G,Cap,Oth,41,1.07,8.5,52,68
Won,P,Sec,Ind,44,0.782,8,53,85
Lost,F,Inf,UK,62,0.798,6.2,63,69
Lost,L,Ins,UK,74,0.879,6.4,55,32
Lost,C,Ban,UK,59,0.581,5.5,56,45
Won,L,Def,UK,51,0.603,10.3,44,64
Lost,Li,Con,UK,46,1.317,8.1,59,61
Won,G,Sec,UK,32,0.724,11.1,40,50
Won,C,Ban,UK,59,1.259,7.5,34,70
Won,G,OG,Jap,24,1.24,8.7,68,72
Won,G,Oth,Afr,39,1.898,6.9,30,65
Won,G,Air,UK,56,0.587,11.8,48,49
Lost,C,Ban,UK,59,1.827,11,50,85
Lost,G,Cap,UK,48,1.299,9.7,50,58
Lost,G,Ins,UK,58,1.271,10.1,51,61
Won,P,Ene,UK,34,-0.059,10,36,48
Lost,G,Oth,UK,49,0.952,7.6,65,66
Lost,G,Ban,Afr,52,1.155,8.7,51,35
Lost,G,Ban,UK,61,1.625,9.2,48,63
Lost,L,Ene,UK,42,1.407,5,51,48
Lost,P,Con,UK,53,1.236,7.6,49,63
Lost,F,Cap,Oth,57,1.119,7.6,54,60
Lost,G,Oth,Afr,39,0.996,7.8,58,52
Won,L,Def,UK,51,0.533,6,51,57
Lost,L,Ene,UK,42,1.477,8.8,53,58
Won,G,Ins,UK,58,0.536,5.7,55,47
Lost,G,Ban,Ame,43,2.306,9.2,63,69
Won,G,Oth,UK,49,0.294,4.6,44,64
Lost,Li,Cap,Oth,47,1.095,7.2,71,59
Lost,F,Inf,UK,62,1.537,8.7,53,70
Lost,G,Ban,Ame,43,1.744,4.4,42,44
Won,G,Cap,Oth,41,0.955,8.5,62,100
Lost,G,Oth,UK,49,1.068,9.8,49,61
Won,G,Fin,UK,55,0.004,4.1,44,57
Lost,G,Sec,Sin,73,1.9,6.6,53,30
Won,G,Ins,UK,58,0.128,9.7,56,62
Lost,L,Def,UK,51,2.112,10.3,44,60
Lost,G,Def,Jap,63,1.594,8,45,46
Won,L,Ban,Afr,45,0.287,7.3,41,62
Won,P,OG,Jap,33,0.572,9,45,57
Won,F,Inf,UK,62,0.313,5.2,61,51
Won,G,Ban,Afr,52,0.716,12.5,39,70
Lost,G,Def,Ame,50,1.08,9.5,62,56
Won,Lo,Mob,UK,35,0.754,7.1,47,78
Lost,L,Cap,UK,40,1.706,8.3,51,49
Lost,C,Ban,UK,59,0.99,5.9,68,65
Won,Li,Cap,Oth,47,0.969,11.6,45,77
Lost,P,Ene,UK,34,1.256,8.8,56,56
Lost,G,Ban,Afr,52,1.245,6.9,49,68
Lost,G,Fin,UK,55,1.021,9.8,59,51
Won,G,Def,Jap,63,1.026,8.3,36,63
Lost,Li,Con,UK,46,0.925,4.8,61,59
Won,P,OG,Jap,33,0.887,9.8,40,65
Lost,F,Con,UK,54,1.017,11.8,55,52
Lost,L,Ban,Afr,45,1.463,6,38,39
Won,Lo,Gov,UK,36,1.127,10.6,37,54
Won,G,Oth,Ame,38,0.426,7.6,53,65
Lost,C,Ban,UK,59,0.539,9.1,69,57
Won,G,Ban,Afr,52,0.39,6.2,48,53
Won,G,Fin,UK,55,-0.151,7.1,53,73
Lost,L,Def,UK,51,2.306,6,41,51
Won,P,Con,UK,53,1.243,6.6,41,60
Lost,G,Fin,UK,55,1.263,11.1,66,65
Lost,Li,Con,UK,46,1.408,3.2,64,64
Lost,Lo,Gov,UK,36,1.225,7.5,64,49
Lost,G,Ban,Afr,52,1.505,8.4,63,69
Won,L,Def,UK,51,0.704,11,60,60
Lost,L,Ene,UK,42,1.525,6.3,44,43
Lost,P,Sec,Ind,44,1.363,8.2,55,54
Lost,P,Ene,UK,34,1.656,9.6,45,50
Lost,Li,Cap,Oth,47,0.717,10.8,62,49
Lost,G,Def,Ame,50,1.241,6,79,73
Won,Li,Con,UK,46,0.996,8.8,54,78
Lost,Li,Cap,Oth,47,1.452,5.8,50,66
Lost,G,Ban,Ame,43,1.562,6.6,46,52
Won,P,Sec,Ame,68,0.776,8.5,44,100
Lost,Li,Cap,Oth,47,1.225,7.3,50,58
Won,P,Con,UK,53,1.294,8.3,43,70
Won,G,Cap,UK,48,0.317,9.3,34,58
Lost,G,Ban,Afr,52,1.471,9.3,42,52
Won,L,Ban,Afr,45,0.869,7.6,57,71
Lost,G,Fin,UK,55,1.334,3.7,43,68
Won,G,Cap,UK,48,0.893,6.5,47,61
Lost,G,Tel,Spa,66,0.855,8.1,50,50
Won,L,Ban,Afr,45,1.108,4.2,54,67
Lost,L,Cap,UK,40,1.63,10.8,44,55
Won,F,Cap,UK,60,-0.046,5.3,49,60
Won,G,Air,UK,56,0.317,6.4,62,58
Lost,Li,Con,UK,46,0.799,9.9,65,67
Lost,Li,Oth,Oth,64,0.73,6.6,59,74
Won,P,OG,Jap,33,1.333,5.2,43,64
Lost,Li,Oth,Oth,64,1.55,6.9,50,47
Won,G,Cap,UK,48,1.225,8.4,43,60
Lost,F,Cap,Oth,57,1.944,6.2,46,69
Lost,G,Cap,Oth,41,1.599,7.9,49,68
Won,Li,Cap,Oth,47,0.844,5,27,48
Lost,G,Ins,UK,58,0.9,8.8,45,53
Won,G,Oth,Ame,38,1.537,10.4,38,43
Won,G,Oth,UK,49,0.455,10.6,53,48
Lost,G,Oth,Afr,39,1.168,13.2,62,51
Won,Li,Con,UK,46,0.921,9.3,46,59
Lost,G,Ban,Sin,65,0.789,7.6,67,66
Won,G,Ban,Afr,52,0.459,8.8,62,59
Won,G,Def,Ame,50,1.689,6.9,27,70
Won,Li,Cap,Oth,47,0.654,7.6,49,74
Lost,P,Sec,Ame,68,1.364,5.5,38,52
Won,Li,Cap,Oth,47,0.576,8.9,54,57
Won,P,Con,UK,53,0.556,7.8,24,70
Lost,P,Con,UK,53,1.287,9.2,45,62
Lost,G,Oth,UK,49,1.197,10.1,71,49
Won,L,Cap,UK,40,-0.171,8.3,49,53
Won,G,Fin,UK,55,0.833,5.5,46,68
Lost,F,Ins,UK,31,1.511,7,54,61
Lost,Lo,Gov,UK,36,0.84,5.6,68,56
Lost,G,Fin,UK,55,1.457,6.9,47,52
Won,F,Con,UK,54,0.998,11.8,42,46
Lost,C,Ban,UK,59,1.582,5.3,33,53
Lost,L,Def,UK,51,2.112,10.1,56,64
Won,P,Sec,Ind,44,1.358,6.7,35,67
Lost,G,Ban,Afr,52,1.037,8.5,63,46
Won,L,Cli,UK,78,0.296,7.4,32,67
Won,G,Ban,UK,61,1.01,8.6,44,75
Won,L,Def,UK,51,0.693,7.4,53,55
Won,Li,Cap,Oth,47,0.49,5.8,45,53
Lost,P,Sec,UK,76,0.829,6.9,50,56
Won,G,Sec,UK,32,0.32,6.7,38,70
Lost,G,Cap,Oth,41,1.562,7.1,44,73
Won,Li,Cap,UK,27,0.753,6.8,51,71
Lost,G,Cap,Oth,41,1.336,7.2,55,69
Won,L,Ene,UK,42,0.755,8.4,45,60
Lost,F,Con,UK,54,0.26,11.3,71,53
Lost,G,Air,UK,56,1.262,10.8,49,60
Lost,G,Ban,Sin,65,0.852,12.1,58,60
Lost,G,Ban,UK,61,1.393,9.6,58,58
Lost,G,OG,Oth,72,0.663,5.5,53,62
Lost,Lo,Mob,UK,35,1.708,10.6,46,60
Won,G,Ban,Afr,52,1.472,7.7,19,73
Lost,G,Def,Ame,50,1.19,9.4,61,51
Lost,G,Fin,UK,55,1.889,5.7,59,59
Won,Li,Oth,Oth,64,0.041,7.4,41,73
Lost,G,Cap,UK,48,1.502,10.5,56,63
Lost,Li,Con,UK,46,1.038,9.3,57,76
Won,Lo,Mob,UK,35,0.991,8.3,47,52
Won,G,Oth,UK,49,0.297,10.2,42,61
Won,G,Ban,Afr,52,0.588,8.1,57,63
Won,G,Cap,UK,48,0.9,6.5,54,67
Lost,G,Cap,UK,48,1.095,6.8,52,69
Won,L,Ban,Afr,45,0.658,7.3,44,54
Won,G,Sec,UK,32,1.479,6.5,46,61
Lost,F,Inf,UK,62,1.252,8.7,55,57
Lost,G,Ins,UK,58,1.135,7.8,58,69
Won,G,Ins,UK,58,0.269,7.9,60,74
Lost,F,Cap,Oth,57,1.34,7.8,74,52
Won,Lo,Gov,UK,36,0.34,6.4,64,66
Won,P,Con,UK,53,0.668,5.1,45,63
Won,G,Fin,UK,55,-0.051,9.7,45,60
Lost,G,Ban,Afr,52,1.195,8.6,65,51
Won,P,Con,UK,53,1.21,7.5,33,54
Lost,G,Oth,UK,49,1.825,8.3,42,52
Won,P,Con,UK,53,0.371,5.4,37,75
Won,G,Oth,UK,49,0.82,7.7,49,64
Won,Li,Cap,Oth,47,1.08,11.3,47,65
Lost,P,Sec,Ame,68,1.112,10.9,37,63
Won,L,Def,UK,51,1.013,6.7,35,51
Lost,G,Def,Oth,30,1.225,6.1,70,63
Won,G,Oth,Afr,39,0.858,7.3,56,60
Lost,G,Oth,Ame,38,1.447,7.1,62,45
Lost,G,Oth,UK,49,1.052,6.7,53,64
Won,G,Oth,UK,49,0.691,7.7,50,61
Lost,G,Def,Ame,50,1.069,7.8,57,53
Won,G,Ban,Ame,43,0.416,9,51,61
Won,L,Ban,Afr,45,1.393,9.4,36,64
Won,G,Ban,Afr,52,0.554,10.1,62,78
Lost,G,Oth,Oth,69,0.889,10.1,56,46
Lost,Li,Oth,Oth,64,1.662,7.7,44,56
Won,G,Ban,Ame,43,0.362,9.2,45,54
Won,G,Air,UK,56,0.918,10.5,41,75
Lost,L,Ban,Afr,45,2.46,4,49,51
Won,G,Fin,UK,55,0.477,6.4,50,70
Lost,G,Fin,UK,55,1.409,9.4,53,64
Won,G,Oth,Afr,39,1.329,5.4,53,71
Lost,G,Ban,Ame,43,1.582,9.8,45,57
Lost,G,Cap,UK,48,1.72,7.9,45,52
Won,G,Cap,UK,48,1.01,9.4,44,72
Lost,P,Ene,UK,34,1.353,7.2,61,47
Won,L,Cap,UK,40,0.033,8.4,45,64
Won,L,Ban,Afr,45,0.985,9.6,42,50
Lost,F,Con,UK,54,1.612,8.3,39,66
Lost,F,Inf,UK,62,1.563,9.4,53,63
Won,Lo,Gov,UK,36,1.454,7.7,46,69
Lost,G,Fin,UK,55,1.01,8.2,61,61
Won,G,Def,Afr,25,0.314,4.3,38,71
Lost,F,Con,UK,54,1.345,8,56,100
Lost,G,Ins,UK,58,0.72,9.7,52,52
Won,F,Cap,Oth,57,0.542,8.4,47,54
Won,Li,Con,UK,46,1.311,6.8,36,51
Won,G,Ban,Ame,43,1.01,9.4,46,69
Lost,G,Fin,UK,55,1.132,12,69,60
Won,G,Def,Ame,50,0.757,9.4,58,55
Lost,G,Ban,Sin,65,1.097,7.4,54,100
Won,L,Cap,UK,40,0.73,9.4,59,60
Won,G,Cap,UK,48,1.479,9.4,37,64
Lost,F,Cap,Oth,57,0.864,5.9,62,56
Lost,F,Con,UK,54,1.347,10,55,70
Lost,L,Ban,Afr,45,1.428,7,62,63
Won,F,Cap,Oth,57,0.783,5.1,47,56
Lost,G,Air,UK,56,1.115,6.6,66,41
Lost,F,Con,UK,54,1.019,8,46,43
Won,Li,Con,UK,46,1.064,10,41,53
Won,G,Cap,Oth,41,-0.561,8,38,69
Lost,G,Oth,UK,49,0.933,8.2,59,56
Won,G,Oth,UK,49,0.727,10.3,50,75
Won,G,Fin,UK,55,1.155,10.9,44,73
Lost,F,Cap,Oth,57,1.181,10.1,40,62
Lost,G,Ins,UK,58,1.092,6.6,52,63
Lost,Li,Con,UK,46,1.538,8.6,43,57
Lost,Lo,Gov,UK,36,1.152,8.6,53,50
Lost,F,Cap,Oth,57,1.382,6.1,35,51
Won,G,Ban,Afr,52,1.179,8.8,33,39
Lost,G,Ban,Afr,52,1.186,8,65,69
Won,G,Ban,Afr,52,1.049,5.8,27,62
Won,L,Def,UK,51,0.919,5.7,38,47
Won,G,Fin,UK,55,0.047,10,48,67
Won,G,Oth,Ame,38,1.416,7.4,44,100
Won,L,Def,UK,51,0.415,7.3,23,67
Won,Lo,Gov,UK,36,0.881,9.4,52,69
Lost,C,Ban,UK,59,1.158,10.9,46,62
Won,G,Oth,Ame,38,0.48,7.2,21,61
Lost,G,Fin,UK,55,1.476,7.6,53,55
Won,G,Def,Ame,50,0.323,6.8,58,63
Lost,G,Def,Ame,50,0.959,6.4,63,77
Lost,P,Sec,Ame,68,1.386,6.7,49,69
Won,G,Ban,Afr,52,1.225,8.4,56,100
Lost,L,Def,UK,51,1.584,5.6,62,79
Lost,G,Agr,Oth,26,1.614,7.5,54,67
Won,G,Ins,UK,58,0.42,8.7,54,68
Lost,P,Sec,Ind,44,1.418,10.1,68,51
Lost,P,Cap,UK,71,0.964,7.8,46,44
Lost,P,Cap,UK,71,0.891,7.7,42,69
Lost,F,Con,UK,54,1.443,6.8,61,59
Won,G,Ban,Ame,43,0.662,9.7,43,61
Lost,G,Ins,UK,58,1.791,8,45,50
Lost,G,Fin,UK,55,0.925,7.9,60,53
Lost,Li,Oth,Oth,64,0.647,7.6,50,49
Won,P,Con,UK,53,0.878,9.3,50,70
Won,P,Sec,Ind,44,0.864,5.7,51,61
Won,F,Cap,Oth,57,0.512,8.3,32,40
Won,P,Sec,Ind,44,0.709,11,60,73
Won,G,Cap,UK,48,0.254,9.5,38,45
Lost,F,Cap,Oth,57,1.659,7.8,66,72
Won,G,Ban,Ame,43,0.986,8.7,47,62
Won,G,Oth,UK,49,0.822,9.1,36,50
Won,G,Sec,UK,32,0.853,8.3,61,56
Won,L,Ban,Afr,45,0.59,6.7,68,71
Won,G,Oth,Ame,38,0.946,7.5,40,56
Won,Li,Cap,Oth,47,1.089,10.3,39,51
Lost,C,Ban,UK,59,1.01,3.4,55,50
Lost,G,Air,UK,56,1.093,8.3,48,67
Won,P,OG,Jap,33,0.785,10.7,42,100
Won,P,Con,UK,53,0.72,10.1,31,57
Lost,G,Ins,UK,58,1.491,4.9,51,75
Won,Li,Cap,Oth,47,0.345,11,67,43
Lost,G,Oth,Oth,69,0.812,7.6,46,68
Won,G,Oth,UK,49,0.997,9.8,48,54
Won,G,Fin,UK,55,0.482,7.5,46,68
Lost,Li,Cap,Oth,47,1.257,9.8,55,41
Won,Li,Cap,UK,27,0.557,6.7,44,59
Won,G,Oth,Afr,39,0.595,9.8,59,51
Lost,F,Inf,UK,62,2.112,8.5,44,62
Won,G,Cap,UK,48,0.834,4.3,40,78
