reporting_status,product,industry,region,strength_in_segment,profit_for_customer,sales_value,profit_perc,joint_bid_portion
Won,P,Ene,UK,34,0.949,8.8,66,70
Won,G,Ban,UK,61,0.98,9.5,36,62
Won,G,Oth,Ame,38,0.63,3.7,49,63
Lost,G,Ins,UK,58,1.603,6.9,48,65
Lost,G,Ban,Afr,52,1.923,10.8,59,60
Won,L,Def,UK,51,0.309,11,44,58
Lost,Lo,Cli,UK,79,1.194,5.1,51,79
Lost,F,Con,UK,54,0.836,7.8,55,63
Won,P,Sec,Ind,44,0.916,3.7,48,59
Lost,G,Ban,Sin,65,2.306,10.4,56,44
Lost,Li,Oth,Oth,64,1.427,10.9,45,48
Lost,Li,Oth,Oth,64,1.547,8.5,37,38
Won,G,Def,Ame,50,0.431,7.7,51,53
Lost,G,Air,UK,56,1.186,7.7,66,73
Won,G,Fin,UK,55,0.201,10.6,60,65
Lost,G,Def,Ame,50,0.991,8.5,61,45
Won,P,Con,UK,53,1.462,6.7,28,67
Lost,P,Sec,Ind,44,2.306,4.6,51,63
Lost,F,Con,UK,54,0.981,7.3,57,72
Lost,G,Cap,Oth,41,1.415,9.2,54,53
Lost,Li,Oth,Oth,64,1.086,6.2,43,54
Lost,P,Sec,Ind,44,1.034,6.6,70,60
Won,Li,Con,UK,46,0.715,4,42,72
Lost,G,Hea,UK,67,1.433,9.3,33,65
Lost,L,Ene,UK,42,1.749,8.2,58,68
Won,G,Sec,UK,32,0.297,9.8,56,55
Won,L,Ban,Afr,45,0.627,6,62,45
Won,P,Con,UK,53,0.566,8.9,50,66
Lost,G,Oth,UK,49,1.079,11.6,52,63
Won,F,Cap,Oth,57,0.08,13.3,51,56
Lost,F,Cap,Oth,57,2.112,8.6,57,61
Won,G,Oth,UK,49,0.004,5,67,70
Won,G,Oth,Afr,39,0.776,8.9,60,56
Won,G,Cli,UK,23,0.727,11.6,49,53
Won,G,Air,UK,56,0.654,5.2,41,79
Won,L,Ene,UK,42,1.201,4.1,59,100
Lost,Lo,Mob,UK,35,2.112,9.5,61,67
Won,Lo,Cli,UK,79,0.188,11.5,38,52
Lost,G,Ban,Afr,52,0.96,10,61,70
Lost,Li,Cap,Oth,47,1.342,10.9,64,68
Lost,G,Sec,UK,32,2.466,8.2,47,41
Won,Li,Cap,Oth,47,0.856,8.9,49,60
Won,G,Cap,UK,48,0.878,8.2,25,47
Won,G,Oth,UK,49,0.62,11,51,59
Lost,L,Ban,Afr,45,1.753,11.7,51,58
Won,F,Inf,UK,62,1.107,11.3,34,66
Won,G,Oth,Ame,38,0.086,8.7,60,60
Won,G,Ban,Afr,52,0.952,7.2,47,47
Won,Lo,Gov,UK,36,0.84,8.8,62,77
Won,P,Con,UK,53,1.348,9.5,37,74
Lost,G,Def,Ame,50,2.306,5.4,58,46
Lost,L,Ene,UK,42,1.154,5.9,67,41
Lost,G,Oth,Afr,39,1.394,7.3,53,48
Won,L,Ene,UK,42,0.63,8.3,36,42
Won,C,Ban,UK,59,0.834,7.1,56,100
Won,G,Def,Ame,50,1.083,7.3,55,100
Won,G,Cap,Oth,41,0.797,6.6,64,69
Won,G,Ins,UK,58,0.59,10,53,60
Lost,G,Cap,Oth,41,1.29,8.8,67,74
Won,P,Inf,UK,37,0.923,6.7,46,62
Lost,F,Inf,UK,62,1.447,7,59,60
Lost,Li,Oth,Oth,64,1.54,8.1,44,62
Lost,G,Cap,UK,48,1.692,6.7,46,74
Won,G,Oth,UK,49,0.967,10.6,47,59
Lost,G,Cap,UK,48,0.834,8.9,83,67
Lost,L,Def,UK,51,1.504,7.4,55,54
Won,L,Cap,UK,40,0.314,8.9,46,42
Won,L,Ban,Afr,45,0.924,9.5,52,100
Lost,L,Ban,Afr,45,1.188,8.6,43,40
Lost,G,Def,Jap,63,1.943,9.1,30,64
Lost,G,Ins,UK,58,0.715,6.7,73,58
Won,Lo,Gov,UK,36,0.803,8.8,43,69
Lost,F,Cap,Oth,57,1.417,6.9,38,51
Won,G,Cap,Oth,41,0.981,7.6,41,55
Won,L,Def,UK,51,1.532,6.8,21,33
Lost,G,Def,Ame,50,1.259,8.8,58,65
Won,F,Cap,Oth,57,0.689,11.7,45,45
Lost,G,Air,UK,56,1.664,9.1,40,61
Lost,F,Con,UK,54,1.121,8.8,59,55
Lost,F,Cap,Oth,57,0.628,5.9,69,58
Won,G,Oth,Ame,38,0.693,6.6,64,74
Lost,G,Ban,Sin,65,0.613,9.7,48,47
Won,P,Con,UK,53,0.797,9.6,52,61
Won,L,Def,UK,51,0.573,7.4,51,61
Won,F,Ins,UK,31,0.356,11.6,58,71
Lost,Li,Cap,Oth,47,1.011,9.9,53,44
Won,F,Con,UK,54,1.203,8.8,34,52
Lost,F,Cap,UK,60,1.431,6.7,47,54
Lost,F,Con,UK,54,2.306,5.4,49,41
Won,G,Air,UK,56,0.63,12.3,44,72
Won,F,Con,UK,54,0.762,9.1,38,53
Lost,G,Ban,Sin,65,0.848,5.1,56,59
Lost,Li,Cap,Oth,47,1.329,9.8,45,57
Lost,P,Cap,Ame,28,1.434,7.5,60,48
Won,P,Con,UK,53,0.695,5.3,35,51
Won,G,Ban,Ame,43,-0.009,7.2,34,71
Lost,G,Cap,Oth,41,0.886,8.8,73,72
Lost,G,Oth,Oth,69,0.684,8,72,56
Lost,G,Air,UK,56,1.61,7,39,56
Won,F,Con,UK,54,-0.27,9.5,54,62
Lost,C,Ban,UK,59,1.666,6.9,57,65
Won,F,Cap,Oth,57,0.039,11.3,40,54
Lost,F,Cap,Oth,57,1.131,4.5,43,52
Lost,Lo,Mob,UK,35,1.591,4.4,43,60
Lost,Li,Cap,Oth,47,0.816,5.2,60,45
Won,G,Ban,Afr,52,0.575,10,36,56
Lost,G,Def,Ame,50,1.027,7.8,63,56
Lost,Li,Cap,Oth,47,1.368,6,77,62
Lost,F,Cap,UK,60,0.551,9.8,63,42
Won,G,Air,UK,56,0.822,6.6,48,58
Lost,G,Def,Jap,63,0.928,7.4,54,27
Won,P,Cap,UK,71,0.491,9,44,60
Won,F,Cap,Oth,57,0.017,10.2,66,78
Won,L,Ban,Afr,45,0.561,7.3,61,60
Lost,F,Cap,UK,60,1.198,10.3,54,45
Lost,G,Def,Jap,63,1.55,10,64,60
Won,G,Def,Ame,50,1.014,9.2,33,60
Won,P,OG,Jap,33,1.811,8.6,31,45
Lost,G,Air,UK,56,1.258,6.4,47,41
Lost,G,Def,Jap,63,1.766,3.7,38,66
Won,L,Ene,UK,42,1.28,8.1,29,55
Won,Lo,Mob,UK,35,0.762,7.7,53,53
Lost,G,Cap,Oth,41,1.644,7.2,44,71
Lost,G,Ban,Sin,65,1.306,9,56,59
Lost,G,Ban,Afr,52,1.39,2.5,51,67
Won,G,Ban,Ame,43,0.754,7.4,45,53
Lost,L,Def,UK,51,1.085,8.2,60,54
Won,C,Ban,UK,59,0.878,8.4,42,60
Lost,G,Fin,UK,55,1.754,7.6,46,53
Won,P,Sec,Ind,44,0.725,4,50,59
Won,G,Oth,Ame,38,0.951,10.5,46,59
Lost,G,Sec,UK,32,1.032,7.7,75,62
Lost,Li,Cap,Oth,47,1.498,9,73,54
Won,G,Def,Ame,50,0.912,5.3,48,61
Lost,P,Con,UK,53,1.887,9.3,59,57
Won,F,Con,UK,54,1.046,5.6,45,70
Lost,G,Ban,Sin,65,0.889,8.6,53,57
Won,G,Ban,Ame,43,0.438,6.2,31,70
Won,L,Ban,Afr,45,0.956,12.4,41,57
Won,Li,Oth,Oth,64,0.472,6.3,42,48
Won,F,Cap,Oth,57,0.221,9.3,60,78
Lost,G,Ban,Afr,52,1.847,8.6,58,46
Lost,Li,Oth,Oth,64,1.805,4.4,53,72
Won,L,Ban,Afr,45,0.538,8.5,56,52
Lost,G,Def,Ame,50,1.688,6.3,60,66
Lost,G,Cap,UK,48,1.462,6.6,46,70
Won,Lo,Mob,UK,35,1.202,6.9,39,53
Lost,G,Air,UK,56,0.958,10.5,51,64
Won,G,Oth,UK,49,0.676,6.7,52,61
Won,G,Oth,Afr,39,0.91,8.4,52,57
Lost,G,Ins,UK,58,1.132,6.6,54,57
Won,G,Ban,Afr,52,1.201,11.1,41,100
Lost,G,Oth,Afr,39,1.261,6.6,67,54
Won,G,Def,Ame,50,0.905,8.6,46,59
Won,Lo,Mob,UK,35,1.458,5.4,44,71
Lost,G,Ban,Afr,52,1.174,6.6,50,73
Won,G,Fin,UK,55,0.093,4.6,56,54
Won,P,Ene,UK,34,0.772,6.1,45,74
Lost,F,Inf,UK,62,0.772,10.9,54,40
Lost,Li,Con,UK,46,1.955,6.1,57,51
Won,L,Ban,Afr,45,0.554,4.1,39,62
Lost,G,Ban,UK,61,1.068,10.8,62,65
Won,F,Con,UK,54,0.437,5.3,44,70
Won,F,Con,UK,54,0.468,8.3,56,59
Lost,G,Oth,UK,49,1.389,12,64,70
Lost,F,Con,UK,54,1.467,8.2,50,75
Lost,F,Cap,Oth,57,1.141,7.7,48,50
Won,G,Cap,Oth,41,0.16,8.9,51,25
Lost,P,Con,UK,53,0.695,6.9,58,60
Won,G,Cap,Oth,41,0.093,8.8,39,76
Won,L,Ban,Afr,45,1.047,9.9,50,56
Lost,Li,Cap,Oth,47,1.095,8.2,58,61
Lost,G,Def,Ame,50,1.242,9.8,44,45
Won,G,Oth,Ame,38,1.268,5.1,42,79
Lost,G,Air,UK,56,1.225,11.5,51,59
Lost,L,Ins,UK,74,1.244,7.8,50,39
Lost,L,Def,UK,51,1.568,6.1,52,68
Won,G,Fin,UK,55,0.145,8.6,41,62
Won,G,Air,UK,56,0.106,10.7,64,67
Lost,L,Ban,Afr,45,1.615,11.4,60,62
Won,P,Ene,UK,34,1.388,11.2,47,52
Lost,G,Air,UK,56,1.27,6.9,51,56
Lost,G,Ban,Sin,65,1.115,10,47,48
Lost,F,Inf,UK,62,1.411,7.3,40,49
Won,Lo,Gov,UK,36,-0.273,6.1,43,68
Won,P,Sec,Ind,44,0.351,7.5,18,53
Lost,F,Cap,Oth,57,1.556,6.4,56,54
Lost,G,Cap,UK,48,1.439,7.5,45,65
Lost,Lo,Gov,UK,36,1.189,11.6,60,34
Lost,G,Fin,UK,55,0.846,9.8,50,55
Lost,F,Cap,UK,60,0.827,7.3,57,74
Won,Li,Cap,Oth,47,0.908,8.3,49,60
Lost,G,Sec,Sin,73,1.029,8.9,58,64
Won,F,Cap,Oth,57,0.836,7.4,45,69
Lost,G,Cap,UK,48,1.256,7.7,48,45
Won,L,Ban,Afr,45,1.225,16.2,41,75
Won,Li,Con,UK,46,0.231,7.5,40,55
Lost,G,Cap,Oth,41,1.364,4.4,41,39
Won,L,Ene,UK,42,0.807,10,57,73
Lost,G,Ban,Afr,52,1.303,6.8,42,56
Lost,Lo,Gov,UK,36,1.849,7.5,80,66
Lost,G,Fin,UK,55,2.112,2.9,30,63
Won,G,Oth,UK,49,0.709,11.6,46,50
Lost,G,Fin,UK,55,1.355,9.9,48,71
Won,G,Def,Oth,30,1.077,8.4,49,62
Lost,G,Tel,Spa,66,1.027,6.5,53,39
Lost,P,Cli,UK,70,0.835,6.2,51,78
Lost,G,Def,Jap,63,1.792,7.2,51,55
Lost,G,Ban,UK,61,0.838,6.7,67,71
Lost,L,Ban,Afr,45,1.344,5.3,49,53
Lost,P,Inf,UK,37,0.89,8.8,64,47
Won,G,Ban,Afr,52,0.577,6.6,48,58
Won,G,Cap,Oth,41,0.869,5.9,43,53
Lost,L,Def,UK,51,1.372,6.9,59,57
Won,P,Con,UK,53,0.831,4.9,47,57
Won,P,Con,UK,53,0.872,6.6,43,48
Won,Li,Cap,Oth,47,1.152,6.2,44,67
Lost,Li,Cap,Oth,47,1.52,10.4,51,68
Lost,F,Cap,Oth,57,1.655,7.3,35,64
Lost,G,Ban,UK,61,0.669,6.7,75,56
Won,G,Def,Ame,50,0.424,8.8,61,60
Won,P,Con,UK,53,-0.021,8,41,41
Won,Li,Cap,Oth,47,1.055,7.5,31,68
Won,L,Def,UK,51,1.36,7,44,74
Lost,P,Ene,UK,34,1.213,8.9,71,65
Lost,F,Con,UK,54,1.22,7.5,51,63
Lost,G,Def,Ame,50,0.859,11.2,52,42
Lost,C,Ban,UK,59,1.225,7.2,54,63
Lost,G,Ban,UK,61,1.647,4.1,38,71
Lost,P,Sec,UK,76,0.807,6,40,58
Won,G,Oth,UK,49,0.661,7.1,51,50
Won,G,Cap,Oth,41,0.806,2.8,56,75
Won,F,Con,UK,54,0.258,10.4,50,61
Lost,G,Air,UK,56,1.079,6.8,54,62
Lost,L,Ban,Afr,45,1.458,7.7,51,50
Won,P,Sec,Ind,44,0.924,6.9,49,55
Lost,G,Air,UK,56,1.312,7.9,50,51
Won,G,Fin,UK,55,0.891,10.3,52,70
Won,G,Def,Ame,50,0.889,7.2,47,72
Won,G,Air,UK,56,0.527,9.5,37,60
Won,Li,Con,UK,46,0.137,7.6,46,46
Won,G,Ins,UK,58,0.402,7.6,54,54
Lost,F,Inf,UK,62,1.329,7.9,51,62
Lost,L,Ban,Afr,45,1.261,10.3,67,57
Lost,F,Cap,UK,60,1.883,8,50,65
Lost,G,Def,Ame,50,1.55,7.8,52,52
Won,G,Ban,Afr,52,0.726,10.4,49,55
Lost,G,Ban,UK,61,0.711,8.5,63,49
Lost,G,Ban,Afr,52,0.843,6.2,61,48
Lost,Li,Cap,Oth,47,1.696,8.5,54,55
Lost,P,Con,UK,53,1.297,4.2,36,51
Lost,G,Air,UK,56,1.471,8.9,57,44
Won,P,Cli,UK,70,0.202,8,55,51
Won,P,Sec,Ind,44,0.798,8.3,41,74
Won,G,Def,Jap,63,0.706,6.3,48,53
Lost,L,Def,UK,51,1.588,5.7,47,35
Won,Lo,Gov,UK,36,0.803,8.5,52,62
Won,G,Cap,Oth,41,0.708,6.1,50,59
Lost,P,Con,UK,53,1.277,8.3,56,49
Won,G,Def,Afr,25,1.271,9.4,48,56
Lost,G,Def,Ame,50,1.25,6.9,43,39
Lost,F,Con,UK,54,1.204,6.4,44,55
Won,L,Def,UK,51,0.889,11.3,49,54
Lost,L,Def,UK,51,1.609,5.5,62,100
Lost,G,Air,UK,56,1.371,3.5,53,48
Lost,G,Ban,UK,61,1.287,8.6,53,54
Won,G,Cap,Oth,41,0.645,9.6,44,54
Lost,F,Cap,Oth,57,1.647,5.8,50,69
Lost,F,Ins,UK,31,1.797,10.7,44,65
Lost,P,Sec,Ame,68,1.177,8.3,38,70
Lost,G,Oth,UK,49,1.036,9.1,78,68
Lost,G,Def,Jap,63,1.159,6,58,43
Won,G,Fin,UK,55,0.402,8.4,56,40
Lost,L,Cap,UK,40,1.072,4.4,58,56
Lost,L,Def,UK,51,1.196,8.9,50,44
Won,P,Inf,UK,37,0.996,10.5,46,66
Won,F,Cap,Oth,57,1.015,9.3,40,63
Won,G,Ban,Afr,52,0.708,9.2,54,70
Lost,G,Oth,UK,49,1.65,6.6,37,53
Lost,G,Ban,Sin,65,0.695,9.8,48,31
Lost,G,Cap,UK,48,1.445,9.1,54,60
Lost,G,Ban,Afr,52,1.388,5.3,44,55
Won,Li,Con,UK,46,0.648,8.5,43,70
Won,L,Cap,UK,40,1.177,7.9,45,58
Won,L,Ban,Afr,45,0.56,5.7,50,58
Won,P,Inf,UK,37,1.055,3.4,54,73
Lost,G,Fin,UK,55,1.329,9.4,41,43
Lost,Lo,Mob,UK,35,1.242,10.6,67,61
Lost,G,Air,UK,56,2.306,7.5,47,50
Lost,G,Def,Ame,50,1.329,8.2,46,68
Won,G,Cap,UK,48,0.423,3.7,45,56
Won,P,Cap,UK,71,0.5,6.7,44,60
Lost,F,Con,UK,54,1.076,6.2,55,66
Lost,L,Ban,Afr,45,1.209,8.7,60,63
Won,G,Oth,UK,49,0.352,8.6,51,43
Lost,G,Def,Ame,50,1.671,10.7,52,53
Lost,G,Ban,Afr,52,1.048,6.9,65,46
Lost,F,Con,UK,54,1.359,9.4,47,63
Won,G,Cap,UK,48,0.421,9.4,57,66
Lost,G,Ban,Afr,52,1.611,8,52,75
Won,F,Cap,UK,60,0.544,8.2,49,52
Lost,P,Con,UK,53,1.134,6,57,54
Won,F,Inf,UK,62,0.433,6.6,43,75
Lost,L,Con,UK,82,0.817,7.7,41,63
Won,P,Con,UK,53,0.08,6.2,52,61
Won,G,Ban,Afr,52,1.206,7.7,39,67
Lost,G,Air,UK,56,1.053,7,51,54
Lost,F,Inf,UK,62,1.733,5.5,48,60
Won,L,Def,UK,51,0.296,8,27,51
Won,Li,Con,UK,46,0.844,12.3,49,63
Lost,P,Ins,UK,75,1.031,10.2,42,55
Won,G,Oth,UK,49,1.033,6.6,27,73
Lost,F,Cap,Oth,57,1.688,5.2,28,48
Won,P,Sec,Ind,44,0.327,10,54,56
Lost,G,Ban,Afr,52,1.129,8.6,39,36
Won,C,Ban,UK,59,0.991,6.5,36,51
Won,G,Cap,Oth,41,0.611,4.1,47,50
Won,L,Ene,UK,42,0.909,8.2,47,64
Won,F,Con,UK,54,0.607,4.6,38,59
Lost,C,Ban,UK,59,1.505,8.1,43,66
Won,G,Ban,Ame,43,0.582,10.3,47,53
Won,G,Oth,UK,49,0.65,11.4,44,49
Won,P,Inf,UK,37,0.205,7.1,55,49
Won,L,Ban,Afr,45,0.574,7.6,57,62
Won,G,Def,Oth,30,0.066,7.2,46,31
Lost,L,Ene,UK,42,1.645,5,40,44
Lost,L,Ene,UK,42,1.413,7.4,62,58
Won,G,Ban,Sin,65,0.722,6.2,45,67
Won,G,Tel,Spa,66,0.471,6.3,36,100
Won,G,Oth,UK,49,0.498,3.6,39,52
Won,G,Air,UK,56,0.084,8.4,60,51
Won,G,Fin,UK,55,0.274,6.8,52,70
Lost,G,Air,UK,56,1.319,7.8,52,50
Won,G,Cap,UK,48,0.328,7.9,45,72
Lost,G,Fin,UK,55,1.24,7.3,60,60
Won,G,Def,Ame,50,0.941,9.8,47,51
Lost,G,Def,Jap,63,0.746,11.3,55,48
Lost,C,Ban,UK,59,0.858,9.4,62,65
Lost,G,Def,Jap,63,1.463,10,54,56
Won,G,Oth,Ame,38,1.177,6.6,53,70
Lost,G,Def,Ame,50,1.01,8,53,59
Lost,G,Air,UK,56,1.911,6.7,53,61
Lost,L,Cap,UK,40,0.984,4.9,68,61
Won,G,Oth,Oth,69,0.272,4.3,59,62
Won,G,Cap,Oth,41,0.233,6.9,58,61
Lost,G,Ins,UK,58,1.389,10.7,43,45
Lost,G,Oth,Oth,69,1.465,8.2,51,100
Lost,G,Def,Ame,50,1.238,8.4,52,46
Won,G,Ban,Ame,43,0.75,11.2,58,48
Won,G,Oth,UK,49,0.237,9.7,39,75
Won,P,Inf,UK,37,0.328,8,53,43
Won,P,Ene,UK,34,0.757,8.2,49,53
Lost,G,Oth,UK,49,0.857,9.4,53,54
Lost,P,Inf,UK,37,1.544,9.3,48,41
Won,G,Ban,Afr,52,1.068,10.8,52,100
Lost,P,Sec,Ame,68,0.975,11.2,73,73
Won,G,Ban,Afr,52,0.522,10,29,61
Won,Lo,Gov,UK,36,1.366,6.2,51,59
Lost,G,Def,Jap,63,1.849,5.7,43,66
Won,F,Cap,Oth,57,0.785,7.6,43,61
Lost,F,Cap,UK,60,1.01,12.9,49,69
Won,G,Oth,Ame,38,0.429,9.8,51,100
Lost,G,OG,Oth,72,0.881,11.2,53,74
Lost,G,Ban,UK,61,1.014,8,50,52
Lost,F,Fin,UK,77,1.502,5.2,41,43
Lost,P,Con,UK,53,1.265,5.8,58,61
Won,P,OG,Jap,33,0.579,6.6,58,59
Lost,G,Ban,Ame,43,1.334,4.8,49,40
Won,G,Oth,Oth,69,-0.162,7.9,53,58
Won,G,Oth,Ame,38,1.177,9.5,43,67
Won,G,Cap,Oth,41,0.833,10.2,50,54
Lost,G,Def,Ame,50,1.135,3.1,58,38
Lost,P,Sec,Ame,68,1.585,9.7,48,76
Lost,G,Oth,Ame,38,1.253,7.6,51,42
Lost,P,Cap,UK,71,1.191,8.6,53,64
Won,Li,Con,UK,46,0.399,9,52,48
Lost,G,Ban,Ame,43,1.829,4.9,28,54
Lost,P,Con,UK,53,0.958,6.1,61,59
Won,L,Ban,Afr,45,0.546,8,55,56
Lost,P,Cli,UK,70,1.53,9,54,44
Won,G,Oth,UK,49,0.46,8.8,41,65
Won,G,Ins,UK,58,0.527,9.5,52,52
Lost,Li,Cap,Oth,47,1.672,9.6,44,70
Lost,Li,Cap,Oth,47,1.564,8.1,53,65
Lost,G,OG,Oth,72,0.758,9.1,51,58
Lost,F,Con,UK,54,0.565,7.4,62,51
Won,G,Ins,UK,58,0.62,4.7,40,29
Lost,L,Cap,UK,40,1.656,13.5,43,72
Lost,G,Hea,UK,67,0.936,8.9,58,68
Lost,L,Ban,Afr,45,0.936,5.1,55,48
Won,P,OG,Jap,33,0.69,6.5,61,71
Lost,P,Ins,UK,75,1.249,9,47,63
Won,P,Inf,UK,37,0.712,6.4,41,50
Won,G,Cap,Oth,41,1.024,11.2,48,77
Won,Lo,Mob,UK,35,0.693,10.1,52,47
Won,G,Cap,Oth,41,0.01,5.8,51,59
Won,P,Sec,Ind,44,0.744,6.3,45,61
Won,G,Ban,Ame,43,0.542,8,54,70
Lost,Lo,Cli,UK,79,0.476,3.7,57,73
Won,F,Con,UK,54,0.423,6.4,50,56
Lost,G,Def,Jap,63,1.045,10.8,43,57
Won,L,Ene,UK,42,0.783,7.9,35,44
Lost,G,Ban,Afr,52,0.96,8.6,51,52
Lost,G,Oth,Oth,69,1.259,7.1,41,49
Lost,F,Inf,UK,62,1.317,7.9,72,66
Lost,P,Con,UK,53,1.506,9.2,37,70
Won,Lo,Gov,UK,36,1.187,9.2,39,73
Lost,P,Sec,Ind,44,1.595,8,49,68
Won,G,Sec,UK,32,1.387,8.2,45,58
Won,G,Def,Ame,50,1.329,9.9,36,77
Won,G,Def,Oth,30,0.944,11.6,58,54
Won,G,Air,UK,56,0.733,8.8,45,64
Lost,G,Hea,UK,67,0.67,8.4,63,53
Won,G,Cap,UK,48,0.757,9.7,37,55
Won,G,Oth,UK,49,0.873,9.7,51,73
Won,Li,Con,UK,46,-0.453,6.9,44,68
Won,L,Ene,UK,42,0.727,9,47,65
Lost,G,Fin,UK,55,1.124,10,66,62
Won,Li,Cap,Oth,47,0.893,8.3,54,62
Lost,Li,Oth,Oth,64,1.331,8.3,59,47
Won,L,Ban,Afr,45,1.126,11,32,66
Lost,G,Ban,Sin,65,0.987,6.7,62,56
Won,G,Ins,UK,58,0.861,12.3,45,47
Lost,G,Ban,Afr,52,0.704,8.5,62,60
Won,G,Air,UK,56,0.338,7.7,40,66
Won,F,Cap,UK,60,-0.098,6.7,63,52
Won,P,Sec,Ind,44,0.894,5.6,52,40
Won,G,Ins,UK,58,0.651,6.3,57,67
Lost,P,Sec,Ind,44,0.713,7.3,67,57
Lost,Li,Cap,Oth,47,0.423,10.3,71,50
Won,G,Fin,UK,55,0.626,4.9,48,60
Lost,Li,Cap,Oth,47,1.143,8.4,54,60
Won,F,Con,UK,54,-0.119,9,30,65
Won,G,Oth,Ame,38,1.049,6.4,44,53
Won,G,Oth,UK,49,0.712,8.6,58,72
Lost,G,OG,Oth,72,1.335,7.3,66,68
Lost,L,Ban,Afr,45,1.122,9.5,49,43
Won,G,Cap,UK,48,0.534,8.8,32,62
Lost,G,Tel,Spa,66,1.664,8.4,53,69
Won,Li,Cap,Oth,47,0.74,6.9,48,61
Lost,F,Cap,Oth,57,1.602,9.4,44,67
Lost,L,Ene,UK,42,1.418,6.9,45,50
Won,P,Ene,UK,34,0.447,7.9,64,58
Won,P,Sec,Ind,44,0.084,7.1,50,42
Won,Li,Cap,Oth,47,0.31,7.3,29,64
Lost,L,Def,UK,51,1.037,7.2,52,56
Won,P,Sec,Ame,68,0.467,7.7,52,55
Lost,G,Ban,Sin,65,0.868,10.7,53,70
Lost,P,Cap,UK,71,1.182,10.3,47,50
Lost,C,Ban,UK,59,1.121,6.7,59,51
Lost,P,Inf,UK,37,1.044,8.5,75,54
Won,G,Ban,Afr,52,0.438,8.7,43,43
Lost,G,Ban,Sin,65,1.451,10.7,36,67
Lost,G,Fin,UK,55,0.82,8,50,40
Lost,P,Con,UK,53,1.361,6.3,52,76
Won,G,Fin,UK,55,1.256,6.3,41,71
Won,G,Def,Ame,50,1.119,5.6,43,57
Lost,L,Ban,Afr,45,1.475,7.5,57,51
Lost,G,Hea,UK,67,1.21,6.1,55,62
Won,F,Con,UK,54,0.563,8.6,54,50
Lost,Lo,Mob,UK,35,1.585,7.8,62,56
Won,G,Oth,UK,49,0.169,7.8,53,51
Lost,P,Sec,Ind,44,2.112,12.1,42,71
Won,Li,Cap,Oth,47,0.968,9.3,43,44
Lost,L,Ene,UK,42,1.928,7.1,43,100
Won,G,Ins,UK,58,0.376,6.4,49,25
Lost,P,Con,UK,53,1.533,3.9,46,65
Lost,G,Ban,Afr,52,1.821,7.6,49,52
Won,P,Inf,UK,37,1.26,8.8,54,72
Won,G,Oth,Ame,38,0.524,9,41,61
Won,G,Sec,UK,32,0.866,6.9,49,69
Won,P,Con,UK,53,0.729,7.7,40,51
Won,G,Hea,UK,67,0.986,11,42,79
Won,F,Con,UK,54,0.825,8.9,45,76
Won,P,Sec,Ind,44,0.917,7.2,46,61
Lost,G,Oth,UK,49,1.643,6.4,51,45
Won,G,Def,Jap,63,0.371,6.1,54,66
Lost,F,Con,UK,54,1.277,10.2,49,46
Lost,Li,Cap,Oth,47,0.828,7.5,55,46
Lost,F,Cap,Oth,57,1.404,10.4,39,61
Won,L,Cap,UK,40,1.376,7.6,42,49
Won,L,Def,UK,51,1.095,10.1,41,55
Lost,L,Ban,Afr,45,1.259,6.9,64,40
Won,G,Def,Ame,50,0.522,13.5,21,63
Won,G,Cap,UK,48,0.942,6.4,47,65
Won,Lo,Mob,UK,35,1.159,6.1,44,54
Won,F,Ins,UK,31,0.685,8.5,49,51
Won,P,OG,Jap,33,1.426,3.4,43,42
Won,L,Ban,Afr,45,0.081,11.3,30,65
Won,P,Ene,UK,34,0.602,9.8,44,36
Won,G,Ban,Ame,43,0.683,6.3,53,49
Lost,G,Oth,UK,49,1.368,10.2,54,59
Won,G,OG,UK,19,0.854,9.9,68,57
Lost,P,Con,UK,53,0.851,11.2,61,73
Won,Li,Con,UK,46,0.317,9.3,42,53
